_url,name,birth_year,weight,height,nationality
marcel-wyss,Marcel  Wyss,1986,63.0,177,Switzerland
marco-giovannetti,Marco  Giovannetti,1962,70.0,190,Italy
diego-pablo-sevilla,Diego Pablo  Sevilla,1996,64.0,171,Spain
stuart-o-grady,Stuart  O'Grady,1973,73.0,176,Australia
angelo-lopeboselli,Angelo  Lopeboselli,1977,62.0,173,Italy
olivier-pardini,Olivier  Pardini,1985,68.0,180,Belgium
alexander-serov,Alexander  Serov,1982,77.0,189,Russia
nate-reiss,Nate  Reiss,1963,67.0,181,United States
daniele-ratto,Daniele  Ratto,1989,74.0,180,Italy
ethan-vernon,Ethan  Vernon,2000,74.0,188,Great Britain
jose-azevedo-goncalves,José Silva Gonçalves  Azevedo,1940,67.0,178,Portugal
peter-spaenhoven,Peter  Spaenhoven,1963,65.0,178,Belgium
colin-joyce,Colin  Joyce,1994,70.0,178,United States
alessandro-romio,Alessandro  Romio,1974,81.0,185,Italy
luciano-boffo,Luciano  Boffo,1962,81.0,184,Italy
hugues-grondin,Hugues  Grondin,1959,63.0,174,France
alain-patritti,Alain  Patritti,1953,73.0,183,France
hubert-dupont,Hubert  Dupont,1980,57.0,174,France
aleksandar-nikacevic,Aleksandar  Nikačević,1978,70.0,178,Serbia
jean-pierre-drucker,Jempy  Drucker,1986,75.0,182,Luxembourg
antoine-aebi,Antoine  Aebi,1998,70.0,182,Switzerland
george-hincapie,George  Hincapie,1973,83.0,191,United States
thomas-bay,Thomas  Bay,1970,58.0,167,Denmark
dino-zandegu,Dino  Zandegù,1940,69.0,180,Italy
eddy-lembo,Eddy  Lembo,1980,74.0,175,Algeria
giuseppe-muraglia,Giuseppe  Muraglia,1979,69.0,181,Italy
francisco-san-roman,Francisco Ignacio  San Román,1966,66.0,169,Spain
ivar-slik,Ivar  Slik,1993,71.0,187,Netherlands
hakan-jensen,Hakan  Jensen,1961,74.0,174,Sweden
mike-teunissen,Mike  Teunissen,1992,73.0,184,Netherlands
edoardo-zambanini,Edoardo  Zambanini,2001,62.0,181,Italy
christian-jourdan,Christian  Jourdan,1954,64.0,170,France
leo-van-vliet,Leo van Vliet,1955,65.0,181,Netherlands
bernardo-suaza,Bernardo  Suaza,1992,66.0,174,Colombia
rafael-andriato,Rafael  Andriato,1987,67.0,177,Brazil
louis-barre,Louis  Barré,2000,68.0,184,France
maurizio-bellin,Maurizio  Bellin,1982,63.0,177,Italy
juan-jose-haedo,Juan José  Haedo,1981,73.0,180,Argentina
artur-gajek,Artur  Gajek,1985,74.0,189,Germany
jean-marie-grezet,Jean-Marie  Grezet,1959,60.0,172,Switzerland
pawel-bernas,Paweł  Bernas,1990,77.0,190,Poland
maurizio-frizzo,Maurizio  Frizzo,1969,65.0,175,Italy
stefano-casagranda,Stefano  Casagranda,1973,66.0,180,Italy
rolf-sorensen,Rolf  Sørensen,1965,70.0,178,Denmark
wladimiro-d-ascenzo,Wladimiro  D'ascenzo,1971,63.0,182,Italy
florian-vachon,Florian  Vachon,1985,65.0,179,France
andrey-zeits,Andrey  Zeits,1986,73.0,189,Kazakhstan
genki-yamamoto,Genki  Yamamoto,1991,62.0,163,Japan
gianpaolo-mondini,Gianpaolo  Mondini,1972,69.0,190,Italy
patrick-onnockx,Patrick  Onnockx,1959,68.0,176,Belgium
leonardo-zanotti,Leonardo  Zanotti,1978,70.0,181,Italy
franz-hotz,Franz  Hotz,1968,61.0,175,Switzerland
jean-rene-bernaudeau,Jean-René  Bernaudeau,1956,64.0,174,France
miguel-armando-ubeto,Miguel Armando  Ubeto,1976,60.0,168,Venezuela
valerio-conti,Valerio  Conti,1993,61.0,172,Italy
mirko-puglioli,Mirko  Puglioli,1973,61.0,173,Italy
soren-waerenskjold,Søren  Wærenskjold,2000,79.0,195,Norway
anders-skaarseth,Anders  Skaarseth,1995,80.0,186,Norway
adrien-boichis,Adrien  Boichis,2003,72.0,185,France
zenon-jaskula,Zenon  Jaskuła,1962,76.0,183,Poland
david-per,David  Per,1995,81.0,192,Slovenia
jean-habets,Jean  Habets,1961,74.0,180,Netherlands
santiago-izuzkiza,Santiago  Izuzkiza,1962,66.0,173,Spain
jesus-guzman-delgado,Jesus  Guzman,1957,60.0,177,Spain
daniele-sgnaolin,Daniele  Sgnaolin,1970,74.0,180,Italy
andres-oliva,Andrés  Oliva,1948,64.0,178,Spain
jose-daniel-rincon,José Daniel  Rincón,1975,66.0,182,Colombia
adam-stachowiak,Adam  Stachowiak,1989,62.0,176,Poland
luc-ronsse,Luc  Ronsse,1955,63.0,175,Belgium
sergio-martin,Sergio Roman  Martín,1996,69.0,182,Spain
etienne-van-der-helst,Etienne Van der Helst,1953,83.0,191,Belgium
aitor-kintana,Aitor  Kintana,1975,60.0,171,Spain
lars-van-den-berg,Lars van den Berg,1998,72.0,185,Netherlands
evgeny-kobernyak,Evgeny  Kobernyak,1995,59.0,170,Russia
alan-riou,Alan  Riou,1997,68.0,176,France
philippe-crepel,Philippe  Crépel,1945,73.0,189,France
arkadiusz-wojtas,Arkadiusz  Wojtas,1977,68.0,180,Poland
erik-breukink,Erik  Breukink,1964,70.0,185,Netherlands
oscar-lopez-uriarte,Oscar  López,1970,68.0,175,Spain
simon-yates,Simon  Yates,1992,58.0,172,Great Britain
kevin-colleoni,Kevin  Colleoni,1999,66.0,180,Italy
carlos-rodriguez-cano,Carlos  Rodríguez,2001,67.0,183,Spain
luigi-belli,Luigi  Belli,1964,70.0,188,Italy
matthias-kessler,Matthias  Kessler,1979,70.0,172,Germany
jeanpierre-biderre,Jean-pierre  Biderre,1950,79.0,180,France
johan-meens,Johan  Meens,1999,62.0,174,Belgium
joaquim-silva,Joaquim  Silva,1992,66.0,185,Portugal
sergio-ghisalberti,Sergio  Ghisalberti,1979,67.0,180,Italy
thomas-de-gendt,Thomas De Gendt,1986,73.0,179,Belgium
bjorg-lambrecht,Bjorg  Lambrecht,1997,56.0,169,Belgium
max-kanter,Max  Kanter,1997,68.0,176,Germany
cristian-salvato,Cristian  Salvato,1971,72.0,182,Italy
magnus-cort-nielsen,Magnus  Cort,1993,68.0,184,Denmark
serguei-yakovlev,Serguei  Yakovlev,1976,70.0,175,Kazakhstan
adam-yates,Adam  Yates,1992,58.0,173,Great Britain
christian-brasseur,Christian  Brasseur,1949,71.0,183,Belgium
yauheni-hutarovich,Yauheni  Hutarovich,1983,71.0,178,Belarus
sabino-angoitia,Sabino  Angoitia,1958,72.0,178,Spain
nicola-testi,Nicola  Testi,1990,65.0,182,Italy
bruno-cornillet,Bruno  Cornillet,1963,69.0,178,France
jacques-verbrugge,Jacques  Verbrugge,1955,69.0,179,Netherlands
giampaolo-caruso,Giampaolo  Caruso,1980,60.0,173,Italy
rene-bittinger,René  Bittinger,1954,69.0,174,France
maurice-eyers,Maurice  Eyers,1948,77.0,187,Belgium
johan-van-der-meer,Johan van der Meer,1954,71.0,178,Netherlands
marco-frigo,Marco  Frigo,2000,65.0,188,Italy
joel-nicolau,Joel  Nicolau,1997,66.0,176,Spain
peter-hofland,Peter  Hofland,1958,71.0,184,Netherlands
juan-carlos-lopez-marin,Juan Carlos  López,1981,60.0,179,Colombia
jose-alberto-martinez,José Alberto  Martinez,1975,67.0,176,Spain
jean-louis-gauthier,Jean-Louis  Gauthier,1955,78.0,190,France
anastasio-greciano,Anastasio  Greciano,1952,68.0,186,Spain
giorgio-cecchinel,Giorgio  Cecchinel,1989,69.0,176,Italy
joel-hauvieux,Joël  Hauvieux,1949,68.0,182,France
dieter-puschel,Dieter  Puschel,1939,73.0,180,Germany
mariano-bayon,Mariano  Bayon,1960,75.0,190,Spain
jose-bento-carvalho-de-azevedo,José Bento  Azevedo,1973,59.0,173,Portugal
xavier-tondo,Xavier  Tondo,1978,68.0,182,Spain
felipe-yanez,Felipe  Yáñez,1953,66.0,181,Spain
miguel-ugartemendia,Miguel  Ugartemendia,1960,65.0,170,Spain
christophe-laporte,Christophe  Laporte,1992,76.0,191,France
giusvan-piovaccari,Giusvan  Piovaccari,1973,59.0,175,Italy
alvaro-sierra-1,Alvaro  Sierra,1967,61.0,174,Colombia
sigmund-hermann,Sigmund  Hermann,1959,66.0,170,Liechtenstein
alexandre-trubine,Alexandre  Trubine,1966,75.0,190,Russia
olivier-le-gac,Olivier Le Gac,1993,70.0,180,France
edgar-corredor,Edgar  Corredor,1960,60.0,174,Colombia
david-martin-romero,David  Martin,1999,68.0,177,Spain
simone-biasci,Simone  Biasci,1970,71.0,177,Italy
dario-gadeo,Dario  Gadeo,1975,64.0,170,Spain
david-herrero-llorente,David  Herrero,1979,61.0,173,Spain
serghei-tvetcov,Serghei  Țvetcov,1988,69.0,178,Romania
enrico-maestrelli,Enrico  Maestrelli,1958,62.0,173,Italy
marcel-renggij,Marcel  Renggij,1974,56.0,172,Switzerland
benjamin-le-montagner,Benjamin Le Montagner,1986,65.0,173,France
luc-roosen,Luc  Roosen,1964,70.0,178,Belgium
frank-vandenbroucke,Frank  Vandenbroucke,1974,67.0,179,Belgium
jacek-bodyk,Jacek  Bodyk,1966,80.0,190,Poland
jeremy-lecroq,Jérémy  Lecroq,1995,70.0,189,France
tomaz-nose,Tomaž  Nose,1982,85.0,188,Slovenia
jose-patrocinio-jimenez,José Patrocinio  Jiménez,1953,71.0,177,Colombia
walter-calzoni,Walter  Calzoni,2001,68.0,172,Italy
gaizka-lasa-larraya,Gaizka  Lasa,1982,65.0,185,Spain
magno-prado,Magno  Nazaret,1986,65.0,172,Brazil
alessandro-tonelli,Alessandro  Tonelli,1992,64.0,176,Italy
hans-boom,Hans  Boom,1958,64.0,175,Netherlands
luca-colombo,Luca  Colombo,1969,70.0,183,Italy
anthony-charteau,Anthony  Charteau,1979,67.0,175,France
james-lewis-perry,James Lewis  Perry,1979,73.0,188,South Africa
junichi-kikuta,Junichi  Kikuta,1966,72.0,181,Japan
francisco-codony,Francisco  Codony,1955,78.0,183,Spain
oleg-chuzhda,Oleg  Chuzhda,1985,69.0,182,Ukraine
diego-rubio,Diego  Rubio,1991,81.0,191,Spain
marek-lesniewski,Marek  Lesniewski,1963,73.0,185,Poland
bernard-croyet,Bernard  Croyet,1948,62.0,177,France
nick-gates,Nick  Gates,1972,71.0,183,Australia
robert-wagner,Robert  Wagner,1983,75.0,186,Germany
uwe-bolten,Uwe  Bolten,1959,65.0,183,Germany
mauro-angelucci,Mauro  Angelucci,1961,70.0,190,Italy
william-frischkorn-1,William  Frischkorn,1981,68.0,183,United States
cristian-gasperoni,Cristian  Gasperoni,1970,67.0,178,Italy
ruben-diaz-de-cerio,Rubén  Díaz de Cerio,1976,58.0,175,Spain
jorge-capitan,Jorge  Capitan,1977,74.0,181,Spain
martin-marcellusi,Martin  Marcellusi,2000,62.0,172,Italy
hector-patarroyo,Hector  Patarroyo,1958,54.0,164,Colombia
jon-irisarri,Jon  Irisarri,1995,66.0,175,Spain
jean-pierre-delphis,Jean-Pierre  Delphis,1969,74.0,185,France
iker-ballarin-manso,Iker  Ballarin,1997,76.0,176,Spain
stefanino-cecini,Stefanino  Cecini,1966,63.0,180,Italy
jose-luis-arrieta,José Luis  Arrieta,1971,68.0,178,Spain
taylor-phinney,Taylor  Phinney,1990,82.0,197,United States
dario-mariuzzo,Dario  Mariuzzo,1961,77.0,189,Italy
martin-aun,Martin  Aun,1964,74.0,182,Estonia
kristijan-koren,Kristijan  Koren,1986,72.0,183,Slovenia
tim-harris,Tim  Harris,1962,72.0,172,Great Britain
patrick-schelling,Patrick  Schelling,1990,61.0,173,Switzerland
vladimir-isaychev,Vladimir  Isaychev,1986,80.0,188,Russia
troels-vinther,Troels Rønning  Vinther,1987,68.0,182,Denmark
andrea-guardini,Andrea  Guardini,1989,66.0,175,Italy
giacomo-berlato,Giacomo  Berlato,1992,60.0,169,Italy
ruslan-pidgornyy,Ruslan  Pidgornyy,1977,72.0,184,Ukraine
thierry-hupond,Thierry  Hupond,1984,65.0,178,France
piero-onesti,Piero  Onesti,1959,71.0,184,Italy
javier-megias,Javier  Megías,1983,63.0,173,Spain
romain-maes2,Romain  Maes,1950,73.0,182,Belgium
mathis-le-berre,Mathis Le Berre,2001,68.0,176,France
stefano-cavallari,Stefano  Cavallari,1978,69.0,180,Italy
zhandos-bizhigitov,Zhandos  Bizhigitov,1991,76.0,192,Kazakhstan
francesco-bellotti,Francesco  Bellotti,1979,65.0,179,Italy
marcelino-garcia,Marcelino  García,1971,74.0,184,Spain
emile-de-haes,Emiel De Haes,1955,64.0,181,Belgium
daniel-gisiger,Daniel  Gisiger,1954,68.0,181,Switzerland
tony-bracke,Tony  Bracke,1971,59.0,175,Belgium
karel-sels,Karel  Sels,1951,77.0,190,Belgium
sebastian-lander,Sebastian  Lander,1991,70.0,175,Denmark
luca-barla,Luca  Barla,1987,71.0,179,Italy
gianmarco-saccani,Gianmarco  Saccani,1959,71.0,180,Italy
juan-sebastian-molano,Juan Sebastián  Molano,1994,72.0,180,Colombia
antonino-parrinello,Antonino  Parrinello,1988,68.0,178,Italy
nicolas-edet,Nicolas  Edet,1987,60.0,176,France
jos-haex,Jos  Haex,1959,71.0,178,Belgium
david-moncoutie,David  Moncoutié,1975,69.0,180,France
thorwald-veneberg,Thorwald  Veneberg,1977,75.0,186,Netherlands
christian-callens,Christian  Callens,1947,75.0,191,Belgium
charles-planet,Charles  Planet,1993,71.0,179,France
lennie-kristensen,Lennie  Kristensen,1968,70.0,183,Denmark
renaud-boxus,Renaud  Boxus,1973,64.0,170,Belgium
javier-garciandia,Javier  Garciandia,1965,66.0,169,Spain
marc-van-den-brande2,Marc Van Den Brande,1959,66.0,176,Belgium
charles-dionne,Charles  Dionne,1979,72.0,193,Canada
dominik-roels,Dominik  Roels,1987,75.0,185,Germany
eduardo-castello,Eduardo  Castello,1940,73.0,189,Spain
silvano-ricco,Silvano  Ricco,1959,73.0,181,Italy
massimiliano-maisto,Massimiliano  Maisto,1980,69.0,177,Italy
daniel-girard,Daniel  Girard,1956,61.0,180,Switzerland
paul-martens,Paul  Martens,1983,69.0,178,Germany
giuseppe-milioli,Giuseppe  Milioli,1945,72.0,189,Italy
michael-carbel,Michael  Carbel,1995,73.0,180,Denmark
yannis-voisard,Yannis  Voisard,1998,56.0,169,Switzerland
paidi-o-brien,Paídi  O'Brien,1984,74.0,178,Ireland
juan-carlos-arribas,Juan Carlos  Arribas,1966,69.0,176,Spain
enrico-poitschke,Enrico  Poitschke,1969,73.0,179,Germany
antonio-soto,Antonio Jesús  Soto,1994,66.0,175,Spain
sebastian-lang,Sebastian  Lang,1979,77.0,187,Germany
andreas-leknessund,Andreas  Leknessund,1999,72.0,186,Norway
paolo-botarelli,Paolo  Botarelli,1966,69.0,178,Italy
scott-sunderland,Scott  Sunderland,1966,65.0,179,Australia
alfred-wright,Fred  Wright,1999,75.0,184,Great Britain
patrick-verschueren,Patrick  Verschueren,1962,69.0,180,Belgium
lindsay-de-vylder,Lindsay De Vylder,1995,70.0,184,Belgium
jaume-rovira-pous,Jaume  Rovira,1979,78.0,182,Spain
floyd-landis,Floyd  Landis,1975,68.0,178,United States
emanuele-bindi,Emanuele  Bindi,1981,64.0,171,Italy
daniel-von-flue,Daniel Von Flue,1970,66.0,164,Switzerland
bernard-gavillet,Bernard  Gavillet,1960,60.0,168,Switzerland
orlando-maini,Orlando  Maini,1958,65.0,177,Italy
jos-alberts,Jos  Alberts,1961,69.0,180,Netherlands
marco-engels,Marco  Engels,1973,82.0,188,Netherlands
mikkel-honore,Mikkel Frølich  Honoré,1997,68.0,185,Denmark
valery-baturo,Valery  Baturo,1970,78.0,183,Russia
daniel-pearson,Daniel  Pearson,1994,53.0,165,Great Britain
rene-dillen,René  Dillen,1951,65.0,192,Belgium
willy-vekemans,Willy  Vekemans,1945,58.0,169,Belgium
wout-poels,Wout  Poels,1987,66.0,186,Netherlands
marc-lotz,Marc  Lotz,1973,76.0,189,Netherlands
jo-maas,Jo  Maas,1954,70.0,175,Netherlands
wim-arras,Wim  Arras,1964,65.0,176,Belgium
joao-pedro-silva,João Pedro  Silva,1968,68.0,178,Portugal
rodolfo-ongarato,Rodolfo  Ongarato,1971,70.0,185,Italy
miguel-eduardo-florez,Miguel Eduardo  Flórez,1996,57.0,174,Colombia
paul-magnier,Paul  Magnier,2004,75.0,187,France
fiorenzo-aliverti,Fiorenzo  Aliverti,1957,70.0,181,Italy
stefano-locatelli,Stefano  Locatelli,1989,60.0,176,Italy
bjornar-vestol,Bjørnar  Vestøl,1974,85.0,190,Norway
rafael-tolosa,Rafael  Tolosa,1958,63.0,173,Colombia
jorge-perez,Jorge  Pérez,1964,69.0,181,Spain
steven-rooks,Steven  Rooks,1960,65.0,173,Netherlands
marcel-tinazzi,Marcel  Tinazzi,1953,79.0,191,France
stefano-dante,Stefano  Dante,1970,58.0,175,Italy
hans-peter-jakst,Hans-Peter  Jakst,1954,70.0,180,Germany
erich-jagsch,Erich  Jagsch,1955,80.0,186,Austria
rik-van-slycke,Rik Van Slycke,1963,70.0,193,Belgium
sergio-carrasco,Sergio  Carrasco,1985,56.0,174,Spain
michel-goffin,Michel  Goffin,1961,69.0,180,Belgium
cesar-fonte,César  Fonte,1986,60.0,170,Portugal
jean-luc-molineris,Jean-Luc  Molinéris,1950,68.0,182,France
joachim-halupczok,Joachim  Halupczok,1968,63.0,178,Poland
francois-lemarchand,Francois  Lemarchand,1960,73.0,189,France
john-murphy,John  Murphy,1984,81.0,185,United States
philip-zajicek,Philip  Zajicek,1979,75.0,181,United States
lukas-zumsteg,Lukas  Zumsteg,1972,75.0,193,Switzerland
michel-charreard,Michel  Charreard,1959,63.0,175,France
laurent-madouas,Laurent  Madouas,1967,70.0,186,France
timothy-jones,Timothy David  Jones,1975,70.0,181,Zimbabwe
michele-moro,Michele  Moro,1965,69.0,180,Italy
laurent-bezault,Laurent  Bezault,1966,74.0,180,France
walter-naegels,Walter  Naegels,1953,63.0,175,Belgium
stijn-devolder,Stijn  Devolder,1979,72.0,182,Belgium
simone-rebellin,Simone  Rebellin,1970,65.0,179,Italy
jurg-schneider,Jürg  Schneider,1949,75.0,186,Switzerland
antoine-raugel,Antoine  Raugel,1999,70.0,185,France
sebastien-hinault,Sébastien  Hinault,1974,63.0,175,France
bernard-hinault,Bernard  Hinault,1954,62.0,174,France
ralf-matzka,Ralf  Matzka,1989,69.0,177,Germany
erwin-thalmann,Erwin  Thalmann,1944,72.0,179,Switzerland
luis-sarreira,Luis Miguel  Sarreira,1972,79.0,191,Portugal
alberto-fernandez-blanco,Alberto  Fernández,1955,63.0,177,Spain
nicolas-vereecken,Nicolas  Vereecken,1990,72.0,181,Belgium
alessandro-pozzi,Alessandro  Pozzi,1954,70.0,173,Italy
jorg-muller,Jörg  Muller,1961,66.0,178,Switzerland
jaanus-kuum,Jaanus  Kuum,1964,72.0,187,Norway
giacomo-bazzan,Giacomo  Bazzan,1950,63.0,175,Italy
miguel-martinez-1,Miguel  Martinez,1976,63.0,164,France
laurent-genty,Laurent  Genty,1971,68.0,179,France
luka-pibernik,Luka  Pibernik,1993,60.0,177,Slovenia
clement-davy,Clément  Davy,1998,73.0,183,France
david-mcpartland,David  McPartland,1980,75.0,189,Australia
felix-engelhardt,Felix  Engelhardt,2000,68.0,180,Germany
jonathan-boyer,Jonathan  Boyer,1955,68.0,186,United States
orlando-sergio-rodrigues,Orlando Sergio  Rodrigues,1969,68.0,178,Portugal
frederic-guesdon,Frédéric  Guesdon,1971,73.0,185,France
manuel-ortega-ocana,Manuel  Ortega,1981,68.0,175,Spain
francisco-perez-sanchez,Francisco  Pérez,1978,76.0,189,Spain
olivier-vanconingsloo,Olivier  Vanconingsloo,1970,67.0,182,Belgium
david-latasa-lasa,David  Latasa,1974,66.0,184,Spain
roberto-traficante,Roberto  Traficante,1984,62.0,178,Italy
alvaro-lozano,Alvaro  Lozano,1964,73.0,178,Colombia
davide-frattini,Davide  Frattini,1978,63.0,180,Italy
jerome-cousin,Jérôme  Cousin,1989,74.0,180,France
roger-pingeon,Roger  Pingeon,1940,68.0,176,France
krzysztof-szczawinski,Krzysztof  Szczawiński,1979,66.0,178,Poland
fausto-masnada,Fausto  Masnada,1993,65.0,182,Italy
mads-christensen,Mads  Christensen,1984,69.0,182,Denmark
daniele-gallo,Daniele  Gallo,1967,77.0,190,Italy
gatis-smukulis,Gatis  Smukulis,1987,72.0,183,Latvia
declan-irvine,Declan  Irvine,1999,75.0,178,Australia
christian-henn,Christian  Henn,1964,63.0,164,Germany
stijn-ennekens,Stijn  Ennekens,1984,78.0,188,Belgium
manuel-martinez-1,Manuel  Martinez,1967,80.0,193,Spain
roger-blockx,Roger  Blockx,1943,77.0,189,Belgium
yonathan-monsalve,Yonathan  Monsalve,1989,62.0,176,Venezuela
jean-nuttli,Jean  Nüttli,1974,70.0,180,Switzerland
domenico-passuello,Domenico  Passuello,1978,70.0,181,Italy
benjamin-levecot,Benjamin  Levecot,1977,67.0,175,France
rob-goris,Rob  Goris,1982,75.0,184,Belgium
serge-beucherie,Serge  Beucherie,1955,68.0,185,France
ivan-luna,Ivan  Luna,1970,66.0,183,Italy
abner-gonzalez-rivera,Abner  González,2000,60.0,174,Puerto Rico
thierry-claveyrolat,Thierry  Claveyrolat,1959,73.0,179,France
pedro-cardoso,Pedro  Cardoso,1974,70.0,184,Portugal
lennert-teugels,Lennert  Teugels,1993,64.0,175,Belgium
luc-wirtgen,Luc  Wirtgen,1998,63.0,180,Luxembourg
ventura-diaz,Ventura  Díaz,1937,72.0,171,Spain
willy-maes,Willy  Maes,1943,70.0,187,Belgium
domenico-perani,Domenico  Perani,1956,66.0,177,Italy
chad-beyer,Chad  Beyer,1986,63.0,178,United States
gonzalo-bayarri,Gonzalo  Bayarri,1976,67.0,175,Spain
jose-martin-farfan,José Martín  Farfán,1965,67.0,175,Colombia
wilfried-cretskens,Wilfried  Cretskens,1976,75.0,182,Belgium
yvan-martin,Yvan  Martin,1973,77.0,186,France
giorgio-aiardi,Giorgio  Aiardi,1962,67.0,182,Italy
michael-carter,Michael  Carter,1963,75.0,183,United States
italo-zilioli,Italo  Zilioli,1941,75.0,190,Italy
alessandro-iacchi,Alessandro  Iacchi,1999,59.0,170,Italy
gotzon-martin,Gotzon  Martín,1996,71.0,192,Spain
mike-weissmann,Mike  Weissmann,1966,58.0,172,Germany
daniele-asti,Daniele  Asti,1964,71.0,187,Italy
remo-rocchia,Remo  Rocchia,1951,68.0,187,Italy
stefano-checchin,Stefano  Checchin,1967,58.0,171,Italy
eddy-ratti,Eddy  Ratti,1977,64.0,179,Italy
ludo-delcroix,Ludo  Delcroix,1950,70.0,190,Belgium
pedro-pardo,Pedro  Pardo,1960,66.0,179,Spain
yuri-kashirin,Yuri Alekseyevich  Kashirin,1959,70.0,178,Russia
rene-andrle,René  Andrle,1974,70.0,178,Czech Republic
tony-rominger,Tony  Rominger,1961,65.0,175,Switzerland
cristian-rodriguez,Cristián  Rodríguez,1995,59.0,178,Spain
casimiro-moreda,Casimiro  Moreda,1962,76.0,186,Spain
gian-mario-ortenzi,Gian Mario  Ortenzi,1976,78.0,185,Italy
knut-knudsen,Knut  Knudsen,1950,79.0,185,Norway
artour-babaitsev,Artour  Babaitsev,1971,67.0,181,Russia
guy-gallopin,Guy  Gallopin,1956,78.0,188,France
gaizka-lejarreta,Gaizka  Lejarreta,1978,65.0,174,Spain
santiago-portillo-rosado,Santiago  Portillo,1963,61.0,182,Spain
floris-gerts,Floris  Gerts,1992,71.0,182,Netherlands
glauco-santoni,Glauco  Santoni,1952,71.0,180,Italy
vincent-cali,Vincent  Cali,1970,71.0,187,France
raoul-bruyndonckx,Raoul  Bruyndonckx,1958,70.0,176,Belgium
vladimir-pulnikov,Vladimir  Pulnikov,1965,68.0,182,Ukraine
nelson-nuno-sequeira-vitorino,Nélson Nuno  Vitorino,1975,69.0,178,Portugal
sture-pettersson,Sture  Pettersson,1942,75.0,188,Sweden
francisco-galvan,Francisco  Galván,1997,69.0,176,Spain
josip-rumac,Josip  Rumac,1994,71.0,182,Croatia
torsten-nitsche,Torsten  Nitsche,1977,55.0,164,Germany
jan-brzezny,Jan  Brzeźny,1951,60.0,172,Poland
mario-kummer,Mario  Kummer,1962,70.0,190,Germany
nikolai-galitchanin,Nikolai  Galitchanin,1967,73.0,180,Russia
roberto-longo,Roberto  Longo,1984,62.0,172,Italy
alexandre-blain,Alexandre  Blain,1981,82.0,187,France
thierry-degasperi,Thierry  Degasperi,1960,67.0,185,Belgium
hendrik-vandenbrande,Hendrik  Vandenbrande,1954,74.0,185,Belgium
kurt-van-keirsbulck,Kurt Van Keirsbulck,1965,64.0,183,Belgium
igor-romero-etxebarria,Igor  Romero,1986,70.0,178,Spain
viacheslav-kuznetsov,Viacheslav  Kuznetsov,1989,70.0,184,Russia
michael-blaudzun,Michael  Blaudzun,1973,66.0,180,Denmark
gregory-habeaux,Grégory  Habeaux,1982,68.0,183,Belgium
faustino-fernandez,Faustino  Fernández,1953,78.0,190,Spain
jean-denis-vandenbroucke,Jean-Denis  Vandenbroucke,1976,71.0,187,Belgium
eddy-seigneur,Eddy  Seigneur,1969,71.0,180,France
walter-magnago,Walter  Magnago,1960,73.0,178,Italy
rene-leuenberger,René  Leuenberger,1951,73.0,189,Switzerland
arturas-kasputis,Artūras  Kasputis,1967,83.0,183,Lithuania
robert-millar,Robert  Millar,1958,76.0,192,Great Britain
arnoldas-saprykinas,Arnoldas  Saprykinas,1973,68.0,177,Lithuania
jerry-cooman,Jerry  Cooman,1966,70.0,181,Belgium
pedro-saul,Pedro Saúl  Morales,1965,74.0,179,Colombia
alex-pedersen,Alex  Pedersen,1966,65.0,185,Denmark
