gamma,lambda,learning_rate,max_depth,min_child_weight,n_estimators,scale_pos_weight,train_f1_score,val_f1_score,test_f1_score,val_positives_f1_score,val_negatives_f1_score
0.0,0,1.0,2,1,25,1,0.689427173273395,0.6887714123921924,0.7807502769968666,0.6798276738767232,0.6977151509076617
0.0,0,1.0,2,1,100,1,0.6992612650169323,0.6971811755070793,0.7692161291840557,0.688993507217921,0.7053688437962375
0.0,0,1.0,2,1,250,1,0.7063358315089887,0.7034852498742206,0.7780281786126104,0.695440675224117,0.7115298245243241
0.0,0,1.0,2,2,25,1,0.689427173273395,0.6887714123921924,0.7807502769968666,0.6798276738767232,0.6977151509076617
0.0,0,1.0,2,2,100,1,0.6992612650169323,0.6971811755070793,0.7692161291840557,0.688993507217921,0.7053688437962375
0.0,0,1.0,2,2,250,1,0.7063358315089887,0.7034852498742206,0.7780281786126104,0.695440675224117,0.7115298245243241
0.0,0,1.0,2,3,25,1,0.689427173273395,0.6887714123921924,0.7807502769968666,0.6798276738767232,0.6977151509076617
0.0,0,1.0,2,3,100,1,0.6992612650169323,0.6971811755070793,0.7692161291840557,0.688993507217921,0.7053688437962375
0.0,0,1.0,2,3,250,1,0.7063358315089887,0.7034852498742206,0.7780281786126104,0.695440675224117,0.7115298245243241
0.0,0,1.0,3,1,25,1,0.6948517287112657,0.6934991239332587,0.7684843824547527,0.6849207988788449,0.7020774489876725
0.0,0,1.0,3,1,100,1,0.7090323709587659,0.7061168304788848,0.7796272175507625,0.6988262923862049,0.7134073685715647
0.0,0,1.0,3,1,250,1,0.7241635161296495,0.719364912506153,0.7800197397538274,0.7135422728406351,0.7251875521716707
0.0,0,1.0,3,2,25,1,0.6948517287112657,0.6934991239332587,0.7684843824547527,0.6849207988788449,0.7020774489876725
0.0,0,1.0,3,2,100,1,0.709276165370536,0.7061726661319826,0.7747706193996573,0.6988053752546789,0.7135399570092864
0.0,0,1.0,3,2,250,1,0.723618610725979,0.718516327188184,0.777236813183672,0.7125095660082296,0.7245230883681386
0.0,0,1.0,3,3,25,1,0.6945991274439723,0.6932968150421646,0.7682533615954179,0.6847860671523068,0.7018075629320223
0.0,0,1.0,3,3,100,1,0.7112369244621873,0.7081799486944663,0.7728700868700515,0.7007156980144253,0.7156441993745072
0.0,0,1.0,3,3,250,1,0.7250989506315072,0.7185056393585544,0.7739304004730713,0.7128973846400903,0.7241138940770184
0.0,0,0.1,2,1,25,1,0.6652589823421843,0.6658634317832112,0.7199980491041369,0.655231368592169,0.6764954949742532
0.0,0,0.1,2,1,100,1,0.6854394599910666,0.6855856034076647,0.7615219212674039,0.6739480832741578,0.6972231235411717
0.0,0,0.1,2,1,250,1,0.6912577201741955,0.691245098327843,0.7764583978924954,0.6804487810364704,0.7020414156192154
0.0,0,0.1,2,2,25,1,0.6652589823421843,0.6658634317832112,0.7199980491041369,0.655231368592169,0.6764954949742532
0.0,0,0.1,2,2,100,1,0.6854394599910666,0.6855856034076647,0.7615219212674039,0.6739480832741578,0.6972231235411717
0.0,0,0.1,2,2,250,1,0.6912577201741955,0.691245098327843,0.7764583978924954,0.6804487810364704,0.7020414156192154
0.0,0,0.1,2,3,25,1,0.6652589823421843,0.6658634317832112,0.7199980491041369,0.655231368592169,0.6764954949742532
0.0,0,0.1,2,3,100,1,0.6854394599910666,0.6855856034076647,0.7615219212674039,0.6739480832741578,0.6972231235411717
0.0,0,0.1,2,3,250,1,0.6912496888419895,0.6912342306943388,0.7747817171936507,0.6804375333914462,0.7020309279972312
0.0,0,0.1,3,1,25,1,0.6728510002356016,0.6731675542281157,0.7306225970883936,0.658129480031858,0.6882056284243733
0.0,0,0.1,3,1,100,1,0.6930741859794433,0.6927107191873688,0.7755792958861509,0.681123456093847,0.7042979822808908
0.0,0,0.1,3,1,250,1,0.6998779343237579,0.6990843937994433,0.784251943161828,0.6883841851147401,0.7097846024841465
0.0,0,0.1,3,2,25,1,0.6728510002356016,0.6731675542281157,0.7306225970883936,0.658129480031858,0.6882056284243733
0.0,0,0.1,3,2,100,1,0.6930741859794433,0.6927107191873688,0.7755792958861509,0.681123456093847,0.7042979822808908
0.0,0,0.1,3,2,250,1,0.6998766052708354,0.6990843937994433,0.7852333900774844,0.6883841851147401,0.7097846024841465
0.0,0,0.1,3,3,25,1,0.6728510002356016,0.6731675542281157,0.7306225970883936,0.658129480031858,0.6882056284243733
0.0,0,0.1,3,3,100,1,0.6932516795868858,0.6924973471134181,0.7750314117001189,0.6809554420272693,0.7040392521995669
0.0,0,0.1,3,3,250,1,0.699449542514187,0.6986551662069187,0.7845762930359459,0.6877140025229771,0.7095963298908603
0.0,0,0.001,2,1,25,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.001,2,1,100,1,0.649953565960171,0.6511170709058558,0.7285718985746356,0.6355813306220286,0.6666528111896832
0.0,0,0.001,2,1,250,1,0.6503681891213584,0.6517484429173517,0.7249056946898379,0.6391382203552082,0.6643586654794951
0.0,0,0.001,2,2,25,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.001,2,2,100,1,0.649953565960171,0.6511170709058558,0.7285718985746356,0.6355813306220286,0.6666528111896832
0.0,0,0.001,2,2,250,1,0.6503681891213584,0.6517484429173517,0.7249056946898379,0.6391382203552082,0.6643586654794951
0.0,0,0.001,2,3,25,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.001,2,3,100,1,0.649953565960171,0.6511170709058558,0.7285718985746356,0.6355813306220286,0.6666528111896832
0.0,0,0.001,2,3,250,1,0.6503681891213584,0.6517484429173517,0.7249056946898379,0.6391382203552082,0.6643586654794951
0.0,0,0.001,3,1,25,1,0.6558684683860878,0.6566781574478502,0.6601224886043361,0.6589606594674444,0.6543956554282561
0.0,0,0.001,3,1,100,1,0.6566866489686027,0.6570541153244771,0.6612435846565399,0.6560676652442742,0.6580405654046799
0.0,0,0.001,3,1,250,1,0.6569185400930495,0.657265502985296,0.6604163632975227,0.6562331589576653,0.6582978470129266
0.0,0,0.001,3,2,25,1,0.6558684683860878,0.6566781574478502,0.6601224886043361,0.6589606594674444,0.6543956554282561
0.0,0,0.001,3,2,100,1,0.6566866489686027,0.6570541153244771,0.6612435846565399,0.6560676652442742,0.6580405654046799
0.0,0,0.001,3,2,250,1,0.6569185400930495,0.657265502985296,0.6604163632975227,0.6562331589576653,0.6582978470129266
0.0,0,0.001,3,3,25,1,0.6558684683860878,0.6566781574478502,0.6601224886043361,0.6589606594674444,0.6543956554282561
0.0,0,0.001,3,3,100,1,0.6566866489686027,0.6570541153244771,0.6612435846565399,0.6560676652442742,0.6580405654046799
0.0,0,0.001,3,3,250,1,0.6569185400930495,0.657265502985296,0.6604163632975227,0.6562331589576653,0.6582978470129266
0.0,0,0.0001,2,1,25,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,1,100,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,1,250,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,2,25,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,2,100,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,2,250,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,3,25,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,3,100,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,2,3,250,1,0.6486206040753565,0.649624813297002,0.7364798768892371,0.6275858873676651,0.6716637392263388
0.0,0,0.0001,3,1,25,1,0.6558196162305558,0.6565448261919852,0.6586777669112752,0.6593967317587788,0.6536929206251916
0.0,0,0.0001,3,1,100,1,0.6558196162305558,0.6565448261919852,0.6586777669112752,0.6593967317587788,0.6536929206251916
0.0,0,0.0001,3,1,250,1,0.6558684683860878,0.6566781574478502,0.6601224886043361,0.6589606594674444,0.6543956554282561
0.0,0,0.0001,3,2,25,1,0.6558196162305558,0.6565448261919852,0.6586777669112752,0.6593967317587788,0.6536929206251916
0.0,0,0.0001,3,2,100,1,0.6558196162305558,0.6565448261919852,0.6586777669112752,0.6593967317587788,0.6536929206251916
0.0,0,0.0001,3,2,250,1,0.6558684683860878,0.6566781574478502,0.6601224886043361,0.6589606594674444,0.6543956554282561
0.0,0,0.0001,3,3,25,1,0.6558196162305558,0.6565448261919852,0.6586777669112752,0.6593967317587788,0.6536929206251916
0.0,0,0.0001,3,3,100,1,0.6558196162305558,0.6565448261919852,0.6586777669112752,0.6593967317587788,0.6536929206251916
0.0,0,0.0001,3,3,250,1,0.6558684683860878,0.6566781574478502,0.6601224886043361,0.6589606594674444,0.6543956554282561
0.0,1,1.0,2,1,25,1,0.689436752217215,0.6887714123921924,0.7807502769968666,0.6798276738767232,0.6977151509076617
0.0,1,1.0,2,1,100,1,0.6988480230300302,0.6968598221958725,0.773026984379852,0.6888493720350746,0.7048702723566704
0.0,1,1.0,2,1,250,1,0.7067880670581825,0.7047772602140662,0.7672479843333291,0.6961781196370974,0.7133764007910349
0.0,1,1.0,2,2,25,1,0.689436752217215,0.6887714123921924,0.7807502769968666,0.6798276738767232,0.6977151509076617
0.0,1,1.0,2,2,100,1,0.6988480230300302,0.6968598221958725,0.773026984379852,0.6888493720350746,0.7048702723566704
0.0,1,1.0,2,2,250,1,0.7067880670581825,0.7047772602140662,0.7672479843333291,0.6961781196370974,0.7133764007910349
0.0,1,1.0,2,3,25,1,0.689436752217215,0.6887714123921924,0.7807502769968666,0.6798276738767232,0.6977151509076617
0.0,1,1.0,2,3,100,1,0.6988480230300302,0.6968598221958725,0.773026984379852,0.6888493720350746,0.7048702723566704
0.0,1,1.0,2,3,250,1,0.7067880670581825,0.7047772602140662,0.7672479843333291,0.6961781196370974,0.7133764007910349
